keyword_id,ranking_date,google_rank
801,2024-12-01,20
801,2025-01-01,17
801,2025-02-01,16
801,2025-03-01,14
801,2025-04-01,14
801,2025-05-01,12
801,2025-06-01,9
801,2025-07-01,9
801,2025-08-01,9
801,2025-09-01,8
801,2025-10-01,6
801,2025-11-01,6
801,2025-12-01,5
802,2024-01-01,19
802,2024-02-01,16
802,2024-03-01,14
802,2024-04-01,14
802,2024-05-01,14
802,2024-06-01,11
802,2024-07-01,8
802,2024-08-01,8
802,2024-09-01,6
802,2024-10-01,3
802,2024-11-01,3
802,2024-12-01,1
802,2025-01-01,1
802,2025-02-01,1
802,2025-03-01,1
802,2025-04-01,1
802,2025-05-01,1
802,2025-06-01,1
802,2025-07-01,1
802,2025-08-01,1
802,2025-09-01,1
802,2025-10-01,1
802,2025-11-01,1
802,2025-12-01,1
803,2024-01-01,33
803,2024-02-01,33
803,2024-03-01,33
803,2024-04-01,30
803,2024-05-01,29
803,2024-06-01,28
803,2024-07-01,26
803,2024-08-01,23
803,2024-09-01,23
803,2024-10-01,21
803,2024-11-01,20
803,2024-12-01,19
803,2025-01-01,16
803,2025-02-01,16
803,2025-03-01,16
803,2025-04-01,14
803,2025-05-01,13
803,2025-06-01,11
803,2025-07-01,9
803,2025-08-01,7
803,2025-09-01,7
803,2025-10-01,6
803,2025-11-01,4
803,2025-12-01,3
804,2024-01-01,27
804,2024-02-01,25
804,2024-03-01,22
804,2024-04-01,22
804,2024-05-01,21
804,2024-06-01,19
804,2024-07-01,17
804,2024-08-01,16
804,2024-09-01,14
804,2024-10-01,11
804,2024-11-01,10
804,2024-12-01,8
804,2025-01-01,7
804,2025-02-01,5
804,2025-03-01,3
804,2025-04-01,3
804,2025-05-01,2
804,2025-06-01,2
804,2025-07-01,1
804,2025-08-01,1
804,2025-09-01,1
804,2025-10-01,1
804,2025-11-01,1
804,2025-12-01,1
805,2024-01-01,20
805,2024-02-01,18
805,2024-03-01,15
805,2024-04-01,14
805,2024-05-01,14
805,2024-06-01,13
805,2024-07-01,12
805,2024-08-01,9
805,2024-09-01,8
805,2024-10-01,7
805,2024-11-01,5
805,2024-12-01,5
805,2025-01-01,4
805,2025-02-01,3
805,2025-03-01,3
805,2025-04-01,1
805,2025-05-01,1
805,2025-06-01,1
805,2025-07-01,1
805,2025-08-01,1
805,2025-09-01,1
805,2025-10-01,1
805,2025-11-01,1
805,2025-12-01,1
806,2024-01-01,54
806,2024-02-01,51
806,2024-03-01,50
806,2024-04-01,50
806,2024-05-01,50
806,2024-06-01,48
806,2024-07-01,47
806,2024-08-01,45
806,2024-09-01,45
806,2024-10-01,45
806,2024-11-01,45
806,2024-12-01,45
806,2025-01-01,42
806,2025-02-01,42
806,2025-03-01,39
806,2025-04-01,36
806,2025-05-01,34
806,2025-06-01,31
806,2025-07-01,29
806,2025-08-01,26
806,2025-09-01,23
806,2025-10-01,23
806,2025-11-01,22
806,2025-12-01,19
807,2024-01-01,64
807,2024-02-01,63
807,2024-03-01,60
807,2024-04-01,59
807,2024-05-01,56
807,2024-06-01,56
807,2024-07-01,53
807,2024-08-01,51
807,2024-09-01,51
807,2024-10-01,50
807,2024-11-01,49
807,2024-12-01,47
807,2025-01-01,47
807,2025-02-01,45
807,2025-03-01,44
807,2025-04-01,41
807,2025-05-01,40
807,2025-06-01,38
807,2025-07-01,35
807,2025-08-01,32
807,2025-09-01,31
807,2025-10-01,28
807,2025-11-01,28
807,2025-12-01,27
808,2024-01-01,73
808,2024-02-01,72
808,2024-03-01,70
808,2024-04-01,68
808,2024-05-01,67
808,2024-06-01,67
808,2024-07-01,64
808,2024-08-01,64
808,2024-09-01,62
808,2024-10-01,61
808,2024-11-01,61
808,2024-12-01,58
808,2025-01-01,55
808,2025-02-01,52
808,2025-03-01,49
808,2025-04-01,49
808,2025-05-01,46
808,2025-06-01,44
808,2025-07-01,41
808,2025-08-01,39
808,2025-09-01,39
808,2025-10-01,37
808,2025-11-01,37
808,2025-12-01,34
809,2024-01-01,43
809,2024-02-01,41
809,2024-03-01,40
809,2024-04-01,40
809,2024-05-01,40
809,2024-06-01,37
809,2024-07-01,35
809,2024-08-01,35
809,2024-09-01,32
809,2024-10-01,32
809,2024-11-01,31
809,2024-12-01,30
809,2025-01-01,29
809,2025-02-01,26
809,2025-03-01,24
809,2025-04-01,23
809,2025-05-01,22
809,2025-06-01,22
809,2025-07-01,21
809,2025-08-01,19
809,2025-09-01,16
809,2025-10-01,15
809,2025-11-01,12
809,2025-12-01,9
810,2024-01-01,78
810,2024-02-01,78
810,2024-03-01,75
810,2024-04-01,74
810,2024-05-01,71
810,2024-06-01,71
810,2024-07-01,70
810,2024-08-01,70
810,2024-09-01,68
810,2024-10-01,68
810,2024-11-01,67
810,2024-12-01,66
810,2025-01-01,63
810,2025-02-01,62
810,2025-03-01,60
810,2025-04-01,60
810,2025-05-01,57
810,2025-06-01,54
810,2025-07-01,53
810,2025-08-01,51
810,2025-09-01,48
810,2025-10-01,46
810,2025-11-01,44
810,2025-12-01,44
811,2024-01-01,32
811,2024-02-01,30
811,2024-03-01,30
811,2024-04-01,27
811,2024-05-01,24
811,2024-06-01,23
811,2024-07-01,21
811,2024-08-01,21
811,2024-09-01,18
811,2024-10-01,16
811,2024-11-01,14
811,2024-12-01,14
811,2025-01-01,12
811,2025-02-01,12
811,2025-03-01,12
811,2025-04-01,12
811,2025-05-01,10
811,2025-06-01,8
811,2025-07-01,8
811,2025-08-01,6
811,2025-09-01,6
811,2025-10-01,5
811,2025-11-01,3
811,2025-12-01,1
812,2024-01-01,64
812,2024-02-01,63
812,2024-03-01,63
812,2024-04-01,63
812,2024-05-01,60
812,2024-06-01,59
812,2024-07-01,56
812,2024-08-01,56
812,2024-09-01,54
812,2024-10-01,53
812,2024-11-01,51
812,2024-12-01,51
812,2025-01-01,50
812,2025-02-01,47
812,2025-03-01,44
812,2025-04-01,44
812,2025-05-01,42
812,2025-06-01,42
812,2025-07-01,40
812,2025-08-01,40
812,2025-09-01,37
812,2025-10-01,35
812,2025-11-01,35
812,2025-12-01,34
813,2024-01-01,44
813,2024-02-01,43
813,2024-03-01,43
813,2024-04-01,41
813,2024-05-01,38
813,2024-06-01,38
813,2024-07-01,37
813,2024-08-01,35
813,2024-09-01,35
813,2024-10-01,35
813,2024-11-01,32
813,2024-12-01,29
813,2025-01-01,27
813,2025-02-01,27
813,2025-03-01,26
813,2025-04-01,25
813,2025-05-01,23
813,2025-06-01,23
813,2025-07-01,20
813,2025-08-01,20
813,2025-09-01,17
813,2025-10-01,16
813,2025-11-01,14
813,2025-12-01,12
814,2024-01-01,35
814,2024-02-01,34
814,2024-03-01,33
814,2024-04-01,31
814,2024-05-01,29
814,2024-06-01,26
814,2024-07-01,23
814,2024-08-01,23
814,2024-09-01,20
814,2024-10-01,20
814,2024-11-01,18
814,2024-12-01,17
814,2025-01-01,14
814,2025-02-01,13
814,2025-03-01,10
814,2025-04-01,7
814,2025-05-01,7
814,2025-06-01,4
814,2025-07-01,2
814,2025-08-01,1
814,2025-09-01,1
814,2025-10-01,1
814,2025-11-01,1
814,2025-12-01,1
815,2024-01-01,59
815,2024-02-01,58
815,2024-03-01,57
815,2024-04-01,54
815,2024-05-01,51
815,2024-06-01,49
815,2024-07-01,47
815,2024-08-01,47
815,2024-09-01,47
815,2024-10-01,47
815,2024-11-01,47
815,2024-12-01,46
815,2025-01-01,43
815,2025-02-01,41
815,2025-03-01,40
815,2025-04-01,37
815,2025-05-01,34
815,2025-06-01,33
815,2025-07-01,32
815,2025-08-01,30
815,2025-09-01,30
815,2025-10-01,30
815,2025-11-01,28
815,2025-12-01,26
816,2024-01-01,51
816,2024-02-01,51
816,2024-03-01,48
816,2024-04-01,45
816,2024-05-01,43
816,2024-06-01,43
816,2024-07-01,43
816,2024-08-01,40
816,2024-09-01,40
816,2024-10-01,38
816,2024-11-01,36
816,2024-12-01,33
816,2025-01-01,33
816,2025-02-01,33
816,2025-03-01,30
816,2025-04-01,29
816,2025-05-01,28
816,2025-06-01,28
816,2025-07-01,26
816,2025-08-01,25
816,2025-09-01,25
816,2025-10-01,24
816,2025-11-01,21
816,2025-12-01,20
817,2024-01-01,26
817,2024-02-01,24
817,2024-03-01,24
817,2024-04-01,22
817,2024-05-01,20
817,2024-06-01,19
817,2024-07-01,19
817,2024-08-01,18
817,2024-09-01,15
817,2024-10-01,13
817,2024-11-01,11
817,2024-12-01,8
817,2025-01-01,8
817,2025-02-01,6
817,2025-03-01,4
817,2025-04-01,4
817,2025-05-01,3
817,2025-06-01,1
817,2025-07-01,1
817,2025-08-01,1
817,2025-09-01,1
817,2025-10-01,1
817,2025-11-01,1
817,2025-12-01,1
818,2024-01-01,30
818,2024-02-01,28
818,2024-03-01,27
818,2024-04-01,26
818,2024-05-01,26
818,2024-06-01,25
818,2024-07-01,25
818,2024-08-01,25
818,2024-09-01,24
818,2024-10-01,24
818,2024-11-01,24
818,2024-12-01,23
818,2025-01-01,21
818,2025-02-01,18
818,2025-03-01,18
818,2025-04-01,18
818,2025-05-01,17
818,2025-06-01,14
818,2025-07-01,11
818,2025-08-01,11
818,2025-09-01,10
818,2025-10-01,8
818,2025-11-01,5
818,2025-12-01,3
819,2024-01-01,19
819,2024-02-01,18
819,2024-03-01,18
819,2024-04-01,16
819,2024-05-01,16
819,2024-06-01,16
819,2024-07-01,15
819,2024-08-01,13
819,2024-09-01,10
819,2024-10-01,8
819,2024-11-01,5
819,2024-12-01,5
819,2025-01-01,5
819,2025-02-01,4
819,2025-03-01,1
819,2025-04-01,1
819,2025-05-01,1
819,2025-06-01,1
819,2025-07-01,1
819,2025-08-01,1
819,2025-09-01,1
819,2025-10-01,1
819,2025-11-01,1
819,2025-12-01,1
820,2024-01-01,29
820,2024-02-01,26
820,2024-03-01,25
820,2024-04-01,22
820,2024-05-01,19
820,2024-06-01,16
820,2024-07-01,15
820,2024-08-01,13
820,2024-09-01,13
820,2024-10-01,13
820,2024-11-01,11
820,2024-12-01,9
820,2025-01-01,6
820,2025-02-01,6
820,2025-03-01,4
820,2025-04-01,1
820,2025-05-01,1
820,2025-06-01,1
820,2025-07-01,1
820,2025-08-01,1
820,2025-09-01,1
820,2025-10-01,1
820,2025-11-01,1
820,2025-12-01,1
821,2024-01-01,61
821,2024-02-01,59
821,2024-03-01,59
821,2024-04-01,57
821,2024-05-01,56
821,2024-06-01,55
821,2024-07-01,53
821,2024-08-01,53
821,2024-09-01,52
821,2024-10-01,49
821,2024-11-01,46
821,2024-12-01,45
821,2025-01-01,44
821,2025-02-01,42
821,2025-03-01,42
821,2025-04-01,40
821,2025-05-01,40
821,2025-06-01,37
821,2025-07-01,34
821,2025-08-01,34
821,2025-09-01,32
821,2025-10-01,31
821,2025-11-01,31
821,2025-12-01,29
822,2024-01-01,46
822,2024-02-01,43
822,2024-03-01,43
822,2024-04-01,40
822,2024-05-01,37
822,2024-06-01,37
822,2024-07-01,36
822,2024-08-01,36
822,2024-09-01,34
822,2024-10-01,34
822,2024-11-01,34
822,2024-12-01,33
822,2025-01-01,31
822,2025-02-01,28
822,2025-03-01,25
822,2025-04-01,22
822,2025-05-01,19
822,2025-06-01,18
822,2025-07-01,16
822,2025-08-01,15
822,2025-09-01,15
822,2025-10-01,13
822,2025-11-01,11
822,2025-12-01,8
823,2024-01-01,44
823,2024-02-01,41
823,2024-03-01,41
823,2024-04-01,38
823,2024-05-01,37
823,2024-06-01,35
823,2024-07-01,35
823,2024-08-01,35
823,2024-09-01,33
823,2024-10-01,31
823,2024-11-01,29
823,2024-12-01,29
823,2025-01-01,28
823,2025-02-01,27
823,2025-03-01,25
823,2025-04-01,25
823,2025-05-01,22
823,2025-06-01,22
823,2025-07-01,20
823,2025-08-01,20
823,2025-09-01,20
823,2025-10-01,20
823,2025-11-01,17
823,2025-12-01,15
824,2024-01-01,64
824,2024-02-01,63
824,2024-03-01,62
824,2024-04-01,60
824,2024-05-01,60
824,2024-06-01,60
824,2024-07-01,58
824,2024-08-01,55
824,2024-09-01,52
824,2024-10-01,52
824,2024-11-01,52
824,2024-12-01,51
824,2025-01-01,48
824,2025-02-01,48
824,2025-03-01,48
824,2025-04-01,46
824,2025-05-01,45
824,2025-06-01,42
824,2025-07-01,39
824,2025-08-01,38
824,2025-09-01,38
824,2025-10-01,35
824,2025-11-01,32
824,2025-12-01,29
825,2024-01-01,49
825,2024-02-01,46
825,2024-03-01,45
825,2024-04-01,45
825,2024-05-01,44
825,2024-06-01,42
825,2024-07-01,40
825,2024-08-01,39
825,2024-09-01,37
825,2024-10-01,34
825,2024-11-01,32
825,2024-12-01,32
825,2025-01-01,31
825,2025-02-01,30
825,2025-03-01,30
825,2025-04-01,30
825,2025-05-01,30
825,2025-06-01,30
825,2025-07-01,27
825,2025-08-01,25
825,2025-09-01,23
825,2025-10-01,20
825,2025-11-01,20
825,2025-12-01,19
826,2024-01-01,20
826,2024-02-01,20
826,2024-03-01,17
826,2024-04-01,14
826,2024-05-01,11
826,2024-06-01,9
826,2024-07-01,7
826,2024-08-01,5
826,2024-09-01,3
826,2024-10-01,2
826,2024-11-01,1
826,2024-12-01,1
826,2025-01-01,1
826,2025-02-01,1
826,2025-03-01,1
826,2025-04-01,1
826,2025-05-01,1
826,2025-06-01,1
826,2025-07-01,1
826,2025-08-01,1
826,2025-09-01,1
826,2025-10-01,1
826,2025-11-01,1
826,2025-12-01,1
827,2024-01-01,34
827,2024-02-01,33
827,2024-03-01,30
827,2024-04-01,27
827,2024-05-01,26
827,2024-06-01,25
827,2024-07-01,23
827,2024-08-01,20
827,2024-09-01,18
827,2024-10-01,15
827,2024-11-01,12
827,2024-12-01,11
827,2025-01-01,9
827,2025-02-01,8
827,2025-03-01,6
827,2025-04-01,3
827,2025-05-01,3
827,2025-06-01,3
827,2025-07-01,1
827,2025-08-01,1
827,2025-09-01,1
827,2025-10-01,1
827,2025-11-01,1
827,2025-12-01,1
828,2024-01-01,66
828,2024-02-01,65
828,2024-03-01,63
828,2024-04-01,60
828,2024-05-01,60
828,2024-06-01,59
828,2024-07-01,57
828,2024-08-01,56
828,2024-09-01,54
828,2024-10-01,52
828,2024-11-01,50
828,2024-12-01,47
828,2025-01-01,47
828,2025-02-01,44
828,2025-03-01,44
828,2025-04-01,42
828,2025-05-01,42
828,2025-06-01,39
828,2025-07-01,38
828,2025-08-01,35
828,2025-09-01,32
828,2025-10-01,29
828,2025-11-01,26
828,2025-12-01,23
829,2024-01-01,35
829,2024-02-01,32
829,2024-03-01,29
829,2024-04-01,28
829,2024-05-01,27
829,2024-06-01,25
829,2024-07-01,24
829,2024-08-01,23
829,2024-09-01,22
829,2024-10-01,20
829,2024-11-01,20
829,2024-12-01,18
829,2025-01-01,18
829,2025-02-01,17
829,2025-03-01,15
829,2025-04-01,13
829,2025-05-01,13
829,2025-06-01,11
829,2025-07-01,9
829,2025-08-01,6
829,2025-09-01,6
829,2025-10-01,4
829,2025-11-01,2
829,2025-12-01,1
830,2024-01-01,56
830,2024-02-01,55
830,2024-03-01,54
830,2024-04-01,53
830,2024-05-01,52
830,2024-06-01,49
830,2024-07-01,47
830,2024-08-01,45
830,2024-09-01,44
830,2024-10-01,44
830,2024-11-01,43
830,2024-12-01,41
830,2025-01-01,41
830,2025-02-01,40
830,2025-03-01,40
830,2025-04-01,39
830,2025-05-01,36
830,2025-06-01,34
830,2025-07-01,33
830,2025-08-01,33
830,2025-09-01,31
830,2025-10-01,30
830,2025-11-01,29
830,2025-12-01,28
831,2024-01-01,46
831,2024-02-01,44
831,2024-03-01,41
831,2024-04-01,39
831,2024-05-01,38
831,2024-06-01,36
831,2024-07-01,36
831,2024-08-01,34
831,2024-09-01,34
831,2024-10-01,34
831,2024-11-01,31
831,2024-12-01,29
831,2025-01-01,28
831,2025-02-01,26
831,2025-03-01,23
831,2025-04-01,23
831,2025-05-01,23
831,2025-06-01,20
831,2025-07-01,17
831,2025-08-01,15
831,2025-09-01,15
831,2025-10-01,12
831,2025-11-01,10
831,2025-12-01,8
832,2024-01-01,65
832,2024-02-01,63
832,2024-03-01,60
832,2024-04-01,60
832,2024-05-01,57
832,2024-06-01,54
832,2024-07-01,52
832,2024-08-01,50
832,2024-09-01,49
832,2024-10-01,46
832,2024-11-01,44
832,2024-12-01,43
832,2025-01-01,43
832,2025-02-01,42
832,2025-03-01,41
832,2025-04-01,38
832,2025-05-01,38
832,2025-06-01,35
832,2025-07-01,32
832,2025-08-01,31
832,2025-09-01,30
832,2025-10-01,28
832,2025-11-01,27
832,2025-12-01,25
833,2024-01-01,30
833,2024-02-01,30
833,2024-03-01,30
833,2024-04-01,27
833,2024-05-01,24
833,2024-06-01,23
833,2024-07-01,21
833,2024-08-01,20
833,2024-09-01,18
833,2024-10-01,17
833,2024-11-01,17
833,2024-12-01,17
833,2025-01-01,15
833,2025-02-01,14
833,2025-03-01,11
833,2025-04-01,9
833,2025-05-01,9
833,2025-06-01,7
833,2025-07-01,6
833,2025-08-01,3
833,2025-09-01,1
833,2025-10-01,1
833,2025-11-01,1
833,2025-12-01,1
834,2024-01-01,67
834,2024-02-01,66
834,2024-03-01,63
834,2024-04-01,60
834,2024-05-01,59
834,2024-06-01,58
834,2024-07-01,56
834,2024-08-01,56
834,2024-09-01,54
834,2024-10-01,52
834,2024-11-01,49
834,2024-12-01,46
834,2025-01-01,46
834,2025-02-01,44
834,2025-03-01,42
834,2025-04-01,39
834,2025-05-01,36
834,2025-06-01,35
834,2025-07-01,33
834,2025-08-01,33
834,2025-09-01,31
834,2025-10-01,28
834,2025-11-01,27
834,2025-12-01,25
835,2024-01-01,73
835,2024-02-01,72
835,2024-03-01,70
835,2024-04-01,70
835,2024-05-01,67
835,2024-06-01,67
835,2024-07-01,65
835,2024-08-01,62
835,2024-09-01,60
835,2024-10-01,59
835,2024-11-01,57
835,2024-12-01,56
835,2025-01-01,54
835,2025-02-01,54
835,2025-03-01,54
835,2025-04-01,51
835,2025-05-01,51
835,2025-06-01,51
835,2025-07-01,50
835,2025-08-01,50
835,2025-09-01,49
835,2025-10-01,48
835,2025-11-01,47
835,2025-12-01,45
836,2024-01-01,51
836,2024-02-01,50
836,2024-03-01,48
836,2024-04-01,45
836,2024-05-01,42
836,2024-06-01,40
836,2024-07-01,37
836,2024-08-01,37
836,2024-09-01,36
836,2024-10-01,34
836,2024-11-01,31
836,2024-12-01,28
836,2025-01-01,28
836,2025-02-01,27
836,2025-03-01,27
836,2025-04-01,25
836,2025-05-01,22
836,2025-06-01,19
836,2025-07-01,16
836,2025-08-01,16
836,2025-09-01,16
836,2025-10-01,15
836,2025-11-01,13
836,2025-12-01,12
837,2024-01-01,70
837,2024-02-01,70
837,2024-03-01,68
837,2024-04-01,67
837,2024-05-01,65
837,2024-06-01,62
837,2024-07-01,61
837,2024-08-01,61
837,2024-09-01,60
837,2024-10-01,57
837,2024-11-01,56
837,2024-12-01,53
837,2025-01-01,52
837,2025-02-01,50
837,2025-03-01,50
837,2025-04-01,47
837,2025-05-01,45
837,2025-06-01,42
837,2025-07-01,41
837,2025-08-01,38
837,2025-09-01,35
837,2025-10-01,35
837,2025-11-01,33
837,2025-12-01,32
838,2024-01-01,61
838,2024-02-01,61
838,2024-03-01,58
838,2024-04-01,57
838,2024-05-01,54
838,2024-06-01,54
838,2024-07-01,54
838,2024-08-01,51
838,2024-09-01,49
838,2024-10-01,49
838,2024-11-01,47
838,2024-12-01,45
838,2025-01-01,43
838,2025-02-01,41
838,2025-03-01,41
838,2025-04-01,41
838,2025-05-01,39
838,2025-06-01,39
838,2025-07-01,37
838,2025-08-01,35
838,2025-09-01,33
838,2025-10-01,30
838,2025-11-01,29
838,2025-12-01,29
839,2024-01-01,30
839,2024-02-01,27
839,2024-03-01,24
839,2024-04-01,24
839,2024-05-01,22
839,2024-06-01,22
839,2024-07-01,20
839,2024-08-01,18
839,2024-09-01,17
839,2024-10-01,15
839,2024-11-01,14
839,2024-12-01,14
839,2025-01-01,14
839,2025-02-01,11
839,2025-03-01,10
839,2025-04-01,10
839,2025-05-01,9
839,2025-06-01,9
839,2025-07-01,8
839,2025-08-01,7
839,2025-09-01,5
839,2025-10-01,5
839,2025-11-01,2
839,2025-12-01,1
840,2024-01-01,22
840,2024-02-01,20
840,2024-03-01,19
840,2024-04-01,19
840,2024-05-01,19
840,2024-06-01,16
840,2024-07-01,16
840,2024-08-01,13
840,2024-09-01,12
840,2024-10-01,10
840,2024-11-01,10
840,2024-12-01,9
840,2025-01-01,7
840,2025-02-01,6
840,2025-03-01,3
840,2025-04-01,2
840,2025-05-01,1
840,2025-06-01,1
840,2025-07-01,1
840,2025-08-01,1
840,2025-09-01,1
840,2025-10-01,1
840,2025-11-01,1
840,2025-12-01,1
841,2024-01-01,67
841,2024-02-01,67
841,2024-03-01,66
841,2024-04-01,63
841,2024-05-01,62
841,2024-06-01,60
841,2024-07-01,59
841,2024-08-01,58
841,2024-09-01,57
841,2024-10-01,56
841,2024-11-01,53
841,2024-12-01,52
841,2025-01-01,50
841,2025-02-01,49
841,2025-03-01,48
841,2025-04-01,45
841,2025-05-01,42
841,2025-06-01,41
841,2025-07-01,38
841,2025-08-01,35
841,2025-09-01,34
841,2025-10-01,31
841,2025-11-01,31
841,2025-12-01,31
842,2024-01-01,45
842,2024-02-01,45
842,2024-03-01,43
842,2024-04-01,43
842,2024-05-01,41
842,2024-06-01,38
842,2024-07-01,38
842,2024-08-01,36
842,2024-09-01,33
842,2024-10-01,33
842,2024-11-01,32
842,2024-12-01,32
842,2025-01-01,32
842,2025-02-01,32
842,2025-03-01,31
842,2025-04-01,29
842,2025-05-01,27
842,2025-06-01,26
842,2025-07-01,26
842,2025-08-01,26
842,2025-09-01,26
842,2025-10-01,24
842,2025-11-01,22
842,2025-12-01,21
843,2024-01-01,42
843,2024-02-01,40
843,2024-03-01,40
843,2024-04-01,40
843,2024-05-01,40
843,2024-06-01,40
843,2024-07-01,37
843,2024-08-01,36
843,2024-09-01,35
843,2024-10-01,33
843,2024-11-01,32
843,2024-12-01,29
843,2025-01-01,26
843,2025-02-01,23
843,2025-03-01,23
843,2025-04-01,21
843,2025-05-01,18
843,2025-06-01,17
843,2025-07-01,16
843,2025-08-01,15
843,2025-09-01,12
843,2025-10-01,9
843,2025-11-01,8
843,2025-12-01,5
844,2024-01-01,77
844,2024-02-01,74
844,2024-03-01,74
844,2024-04-01,74
844,2024-05-01,71
844,2024-06-01,70
844,2024-07-01,68
844,2024-08-01,68
844,2024-09-01,65
844,2024-10-01,65
844,2024-11-01,64
844,2024-12-01,61
844,2025-01-01,59
844,2025-02-01,56
844,2025-03-01,56
844,2025-04-01,53
844,2025-05-01,50
844,2025-06-01,50
844,2025-07-01,48
844,2025-08-01,47
844,2025-09-01,44
844,2025-10-01,42
844,2025-11-01,41
844,2025-12-01,41
845,2024-01-01,40
845,2024-02-01,37
845,2024-03-01,37
845,2024-04-01,34
845,2024-05-01,34
845,2024-06-01,33
845,2024-07-01,30
845,2024-08-01,30
845,2024-09-01,30
845,2024-10-01,28
845,2024-11-01,25
845,2024-12-01,22
845,2025-01-01,21
845,2025-02-01,21
845,2025-03-01,19
845,2025-04-01,19
845,2025-05-01,19
845,2025-06-01,19
845,2025-07-01,16
845,2025-08-01,16
845,2025-09-01,15
845,2025-10-01,13
845,2025-11-01,11
845,2025-12-01,11
846,2024-01-01,46
846,2024-02-01,43
846,2024-03-01,41
846,2024-04-01,38
846,2024-05-01,35
846,2024-06-01,34
846,2024-07-01,33
846,2024-08-01,31
846,2024-09-01,31
846,2024-10-01,31
846,2024-11-01,31
846,2024-12-01,31
846,2025-01-01,30
846,2025-02-01,30
846,2025-03-01,30
846,2025-04-01,27
846,2025-05-01,27
846,2025-06-01,27
846,2025-07-01,26
846,2025-08-01,24
846,2025-09-01,21
846,2025-10-01,18
846,2025-11-01,16
846,2025-12-01,13
847,2024-01-01,40
847,2024-02-01,38
847,2024-03-01,37
847,2024-04-01,36
847,2024-05-01,33
847,2024-06-01,32
847,2024-07-01,31
847,2024-08-01,30
847,2024-09-01,29
847,2024-10-01,28
847,2024-11-01,27
847,2024-12-01,26
847,2025-01-01,23
847,2025-02-01,23
847,2025-03-01,22
847,2025-04-01,22
847,2025-05-01,20
847,2025-06-01,20
847,2025-07-01,18
847,2025-08-01,15
847,2025-09-01,15
847,2025-10-01,13
847,2025-11-01,13
847,2025-12-01,10
848,2024-01-01,74
848,2024-02-01,73
848,2024-03-01,72
848,2024-04-01,71
848,2024-05-01,68
848,2024-06-01,67
848,2024-07-01,64
848,2024-08-01,63
848,2024-09-01,60
848,2024-10-01,57
848,2024-11-01,57
848,2024-12-01,56
848,2025-01-01,56
848,2025-02-01,54
848,2025-03-01,53
848,2025-04-01,52
848,2025-05-01,51
848,2025-06-01,50
848,2025-07-01,50
848,2025-08-01,50
848,2025-09-01,47
848,2025-10-01,47
848,2025-11-01,44
848,2025-12-01,42
849,2024-01-01,49
849,2024-02-01,48
849,2024-03-01,46
849,2024-04-01,43
849,2024-05-01,41
849,2024-06-01,40
849,2024-07-01,39
849,2024-08-01,36
849,2024-09-01,33
849,2024-10-01,32
849,2024-11-01,29
849,2024-12-01,28
849,2025-01-01,28
849,2025-02-01,25
849,2025-03-01,23
849,2025-04-01,22
849,2025-05-01,22
849,2025-06-01,19
849,2025-07-01,18
849,2025-08-01,18
849,2025-09-01,15
849,2025-10-01,14
849,2025-11-01,13
849,2025-12-01,12
850,2024-01-01,51
850,2024-02-01,50
850,2024-03-01,50
850,2024-04-01,50
850,2024-05-01,48
850,2024-06-01,48
850,2024-07-01,48
850,2024-08-01,48
850,2024-09-01,48
850,2024-10-01,48
850,2024-11-01,45
850,2024-12-01,43
850,2025-01-01,42
850,2025-02-01,40
850,2025-03-01,38
850,2025-04-01,37
850,2025-05-01,37
850,2025-06-01,36
850,2025-07-01,36
850,2025-08-01,35
850,2025-09-01,32
850,2025-10-01,30
850,2025-11-01,30
850,2025-12-01,28
851,2024-01-01,39
851,2024-02-01,38
851,2024-03-01,37
851,2024-04-01,34
851,2024-05-01,33
851,2024-06-01,32
851,2024-07-01,29
851,2024-08-01,27
851,2024-09-01,25
851,2024-10-01,25
851,2024-11-01,23
851,2024-12-01,23
851,2025-01-01,23
851,2025-02-01,21
851,2025-03-01,19
851,2025-04-01,16
851,2025-05-01,16
851,2025-06-01,14
851,2025-07-01,12
851,2025-08-01,9
851,2025-09-01,7
851,2025-10-01,6
851,2025-11-01,5
851,2025-12-01,5
852,2024-01-01,50
852,2024-02-01,48
852,2024-03-01,47
852,2024-04-01,45
852,2024-05-01,43
852,2024-06-01,41
852,2024-07-01,40
852,2024-08-01,39
852,2024-09-01,36
852,2024-10-01,35
852,2024-11-01,35
852,2024-12-01,33
852,2025-01-01,32
852,2025-02-01,32
852,2025-03-01,31
852,2025-04-01,29
852,2025-05-01,29
852,2025-06-01,28
852,2025-07-01,27
852,2025-08-01,27
852,2025-09-01,24
852,2025-10-01,24
852,2025-11-01,24
852,2025-12-01,24
853,2024-01-01,35
853,2024-02-01,35
853,2024-03-01,35
853,2024-04-01,33
853,2024-05-01,32
853,2024-06-01,30
853,2024-07-01,29
853,2024-08-01,26
853,2024-09-01,23
853,2024-10-01,22
853,2024-11-01,19
853,2024-12-01,16
853,2025-01-01,15
853,2025-02-01,15
853,2025-03-01,13
853,2025-04-01,12
853,2025-05-01,11
853,2025-06-01,10
853,2025-07-01,8
853,2025-08-01,7
853,2025-09-01,5
853,2025-10-01,3
853,2025-11-01,1
853,2025-12-01,1
854,2024-01-01,42
854,2024-02-01,41
854,2024-03-01,39
854,2024-04-01,36
854,2024-05-01,34
854,2024-06-01,31
854,2024-07-01,28
854,2024-08-01,25
854,2024-09-01,22
854,2024-10-01,19
